Branch ID,Branch Name,Number of Holds,Title,Author,As of Date,Web URL
EPLLON,Londonderry Branch,36,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLLON,Londonderry Branch,18,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLLON,Londonderry Branch,17,Crash & burn : a novel / Lisa Gardner,Gardner Lisa,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=crash%20%26%20burn
EPLLON,Londonderry Branch,14,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLLON,Londonderry Branch,14,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLLON,Londonderry Branch,12,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLLON,Londonderry Branch,11,Obsession in death / J. D. Robb,Robb J D,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death
EPLLON,Londonderry Branch,10,Cold cold heart / Tami Hoag. --,Hoag Tami,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cold%20cold%20heart
EPLLON,Londonderry Branch,10,Paper towns / by John Green,Green John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=paper%20towns%20/
EPLLON,Londonderry Branch,10,Where she went / by Gayle Forman,Forman Gayle,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=where%20she%20went
EPLMNA,Stanley A. Milner Library (Downtown),73,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLMNA,Stanley A. Milner Library (Downtown),35,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLMNA,Stanley A. Milner Library (Downtown),28,All my puny sorrows / Miriam Toews. --,Toews Miriam,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20my%20puny
EPLMNA,Stanley A. Milner Library (Downtown),27,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLMNA,Stanley A. Milner Library (Downtown),22,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLMNA,Stanley A. Milner Library (Downtown),22,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLMNA,Stanley A. Milner Library (Downtown),20,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLMNA,Stanley A. Milner Library (Downtown),20,The husband's secret / Liane Moriarty,Moriarty Liane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLMNA,Stanley A. Milner Library (Downtown),19,Buried Giant  / by Kazuo  Ishiguro,Ishiguro Kazuo,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=buried%20giant%20/
EPLMNA,Stanley A. Milner Library (Downtown),19,Alan Turing : the enigma / Andrew Hodges ; with a foreword by Douglas Hofstadter and a new preface by the author,Hodges Andrew,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=alan%20turing%20%3A
EPLMEA,Meadows Branch,9,The Scorch Trials / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20scorch%20trials
EPLABB,Abbottsfield - Penny McKee Branch,5,Fifty shades of Grey / E.L. James,James E L,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=fifty%20shades%20of
EPLMEA,Meadows Branch,8,"American sniper : the autobiography of the most lethal sniper in U.S. military history / Chris Kyle, with Scott McEwen and Jim DeFelice",Kyle Chris-002013,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=american%20sniper%20%3A
EPLMEA,Meadows Branch,8,Big little lies / Liane Moriarty,Moriarty Liane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies
EPLMEA,Meadows Branch,8,Still Alice : a novel / Lisa Genova,Genova Lisa,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=still%20alice%20%3A
EPLMEA,Meadows Branch,7,Fifty shades of Grey / E.L. James,James E L,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=fifty%20shades%20of
EPLMEA,Meadows Branch,7,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLMEA,Meadows Branch,7,Captivated by you / Sylvia Day,Day Sylvia,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=captivated%20by%20you
EPLMEA,Meadows Branch,6,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLMEA,Meadows Branch,12,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina
EPLMEA,Meadows Branch,10,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCAL,Calder Branch,7,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLCAL,Calder Branch,6,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLCAL,Calder Branch,5,Hope to die / James Patterson,Patterson James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=hope%20to%20die
EPLCAL,Calder Branch,5,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLCAL,Calder Branch,5,The assassin / Clive Cussler and Justin Scott ; illustrations by Roland Dahlquist,Cussler Clive,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20assassin%20/
EPLCAL,Calder Branch,4,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLCAL,Calder Branch,4,Private Vegas [large print] / James Patterson and Maxine Paetro,Patterson James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=private%20vegas%20%5Blarge
EPLCAL,Calder Branch,4,The Cinderella murder : an under suspicion novel / Mary Higgins Clark and Alafair Burke,Clark Mary Higgins,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20cinderella%20murder
EPLCAL,Calder Branch,4,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLCAL,Calder Branch,10,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLABB,Abbottsfield - Penny McKee Branch,6,The back of the turtle : a novel / Thomas King,King Thomas,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20back%20of
EPLABB,Abbottsfield - Penny McKee Branch,6,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLABB,Abbottsfield - Penny McKee Branch,5,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLABB,Abbottsfield - Penny McKee Branch,5,Crash & burn : a novel / Lisa Gardner,Gardner Lisa,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=crash%20%26%20burn
EPLABB,Abbottsfield - Penny McKee Branch,4,The Cinderella murder : an under suspicion novel / Mary Higgins Clark and Alafair Burke,Clark Mary Higgins,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20cinderella%20murder
EPLABB,Abbottsfield - Penny McKee Branch,4,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLABB,Abbottsfield - Penny McKee Branch,4,As chimney sweepers come to dust / Alan Bradley,Bradley Alan,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=as%20chimney%20sweepers
EPLABB,Abbottsfield - Penny McKee Branch,4,Dead heat / Patricia Briggs,Briggs Patricia,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=dead%20heat%20/
EPLABB,Abbottsfield - Penny McKee Branch,10,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLLHL,Lois Hole Library,86,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLLHL,Lois Hole Library,40,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLLHL,Lois Hole Library,27,The nightingale / Kristin Hannah,Hannah Kristin,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLLHL,Lois Hole Library,25,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLLHL,Lois Hole Library,23,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLLHL,Lois Hole Library,22,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLLHL,Lois Hole Library,20,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLLHL,Lois Hole Library,19,Private Vegas / James Patterson and Maxine Paetro,Patterson James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=private%20vegas%20/
EPLLHL,Lois Hole Library,19,Crash & burn : a novel / Lisa Gardner,Gardner Lisa,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=crash%20%26%20burn
EPLLHL,Lois Hole Library,18,As chimney sweepers come to dust / Alan Bradley,Bradley Alan,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=as%20chimney%20sweepers
EPLMLW,Mill Woods Branch,75,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLMLW,Mill Woods Branch,50,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLMLW,Mill Woods Branch,29,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLMLW,Mill Woods Branch,21,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLMLW,Mill Woods Branch,21,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina
EPLMLW,Mill Woods Branch,20,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLMLW,Mill Woods Branch,20,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLMLW,Mill Woods Branch,20,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLMLW,Mill Woods Branch,18,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLMLW,Mill Woods Branch,17,Obsession in death / J. D. Robb,Robb J D,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death
EPLRIV,Riverbend Branch,86,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLRIV,Riverbend Branch,32,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLRIV,Riverbend Branch,29,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLRIV,Riverbend Branch,29,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLRIV,Riverbend Branch,28,Yes please / Amy Poehler,Poehler Amy,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLRIV,Riverbend Branch,23,Gray Mountain / John Grisham,Grisham John,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/
EPLRIV,Riverbend Branch,23,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLRIV,Riverbend Branch,22,The nightingale / Kristin Hannah,Hannah Kristin,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLRIV,Riverbend Branch,20,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLRIV,Riverbend Branch,20,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLCSD,Castle Downs Branch,48,The girl on the train / Paula Hawkins,Hawkins Paula,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F
EPLCSD,Castle Downs Branch,22,The maze runner / James Dashner,Dashner James,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLCSD,Castle Downs Branch,19,Silly Sally / by Audrey Wood,Wood Audrey,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=silly%20sally%20/
EPLCSD,Castle Downs Branch,17,Baby animal farm / Karen Blair. --,Blair Karen,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=baby%20animal%20farm
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLCSD,Castle Downs Branch,14,The husband's secret / Liane Moriarty,Moriarty Liane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLCSD,Castle Downs Branch,14,Big little lies / Liane Moriarty,Moriarty Liane,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies
EPLCSD,Castle Downs Branch,14,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLCSD,Castle Downs Branch,13,Obsession in death / J. D. Robb,Robb J D,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death
EPLCPL,Capilano Branch,9,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLCPL,Capilano Branch,9,"American sniper : the autobiography of the most lethal sniper in U.S. military history / Chris Kyle, with Scott McEwen and Jim DeFelice",Kyle Chris-002013,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=american%20sniper%20%3A
EPLCPL,Capilano Branch,9,And the birds rained down / written by Jocelyne Saucier ; translated by Rhonda Mullins,Saucier Jocelyne,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=and%20the%20birds
EPLCPL,Capilano Branch,8,This changes everything : capitalism vs. the climate / Naomi Klein,Klein Naomi,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=this%20changes%20everything
EPLCPL,Capilano Branch,8,A spool of blue thread / Anne Tyler,Tyler Anne,03/16/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLWOO,Woodcroft Branch,13,The husband's secret / Liane Moriarty,Moriarty Liane,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLCPL,Capilano Branch,8,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLCPL,Capilano Branch,27,The girl on the train / Paula Hawkins,Hawkins Paula,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCPL,Capilano Branch,13,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLCPL,Capilano Branch,12,Still Alice : a novel / Lisa Genova,Genova Lisa,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=still%20alice%20%3A
EPLCPL,Capilano Branch,11,Alan Turing : the enigma / Andrew Hodges ; with a foreword by Douglas Hofstadter and a new preface by the author,Hodges Andrew,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=alan%20turing%20%3A
EPLCPL,Capilano Branch,11,All my puny sorrows / Miriam Toews. --,Toews Miriam,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20my%20puny
EPLCPL,Capilano Branch,10,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLCPL,Capilano Branch,10,And the birds rained down / written by Jocelyne Saucier ; translated by Rhonda Mullins,Saucier Jocelyne,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=and%20the%20birds
EPLHIG,Highlands Branch,7,The girl on the train / Paula Hawkins,Hawkins Paula,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLHIG,Highlands Branch,6,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLHIG,Highlands Branch,5,Leaving time : a novel / Jodi Picoult,Picoult Jodi,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=leaving%20time%20%3A
EPLHIG,Highlands Branch,5,The husband's secret / Liane Moriarty,Moriarty Liane,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLHIG,Highlands Branch,5,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLHIG,Highlands Branch,5,Station eleven / Emily St. John Mandel,Mandel Emily St John,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=station%20eleven%20/
EPLHIG,Highlands Branch,4,Yes please / Amy Poehler,Poehler Amy,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLHIG,Highlands Branch,4,Sweetland : a novel / Michael Crummey,Crummey Michael,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=sweetland%20%3A%20a
EPLHIG,Highlands Branch,4,Pokaemon : essential handbook : the need-to-know stats and facts on over 640 Pokaemon,,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=pokaemon%20%3A%20essential
EPLHIG,Highlands Branch,4,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLSTR,Strathcona Branch,32,The girl on the train / Paula Hawkins,Hawkins Paula,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLSTR,Strathcona Branch,22,Yes please / Amy Poehler,Poehler Amy,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLSTR,Strathcona Branch,20,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLSTR,Strathcona Branch,18,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLSTR,Strathcona Branch,17,Station eleven / Emily St. John Mandel,Mandel Emily St John,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=station%20eleven%20/
EPLSTR,Strathcona Branch,16,"The brain's way of healing : remarkable discoveries and recoveries from the frontiers of neuroplasticity / Norman Doidge, M.D",Doidge Norman,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20brain%27s%20way
EPLSTR,Strathcona Branch,13,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLSTR,Strathcona Branch,13,The back of the turtle : a novel / Thomas King,King Thomas,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20back%20of
EPLSTR,Strathcona Branch,13,The organized mind : thinking straight in the age of information overload / Daniel J. Levitin,Levitin Daniel J,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20organized%20mind
EPLSTR,Strathcona Branch,13,The Rosie project / Graeme Simsion. --,Simsion Graeme C,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLSPW,Sprucewood Branch,7,The girl on the train / Paula Hawkins,Hawkins Paula,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLSPW,Sprucewood Branch,4,Yes please / Amy Poehler,Poehler Amy,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLSPW,Sprucewood Branch,4,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLSPW,Sprucewood Branch,4,Obsession in death / J. D. Robb,Robb J D,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death
EPLSPW,Sprucewood Branch,4,The back of the turtle : a novel / Thomas King,King Thomas,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20back%20of
EPLSPW,Sprucewood Branch,4,Cold cold heart / Tami Hoag. --,Hoag Tami,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cold%20cold%20heart
EPLSPW,Sprucewood Branch,4,The nightingale / Kristin Hannah,Hannah Kristin,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLSPW,Sprucewood Branch,4,All my puny sorrows / Miriam Toews. --,Toews Miriam,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20my%20puny
EPLSPW,Sprucewood Branch,4,Fairest : Levana's story / written by Marissa Meyer,Meyer Marissa,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=fairest%20%3A%20levana%27s
EPLSPW,Sprucewood Branch,4,Spring / Stephanie Turnbull. --,Turnbull Stephanie,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=spring%20/%20stephanie
EPLWMC,Whitemud Crossing Branch,52,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLWMC,Whitemud Crossing Branch,41,Yes please / Amy Poehler,Poehler Amy,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLWMC,Whitemud Crossing Branch,41,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLWMC,Whitemud Crossing Branch,40,The maze runner / James Dashner,Dashner James,03/09/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
